7114.177071	7092.414208	7114.177071	4544.663649	4644.594718	197.822465	7114.177071	5138.333400	7092.414208	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	197.822465	127.983297	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	5138.333400	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	4544.663649	4544.663649
7114.177071	7092.414208	7114.177071	4544.663649	4644.594718	197.822465	7114.177071	5138.333400	7092.414208	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	197.822465	127.983297	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	5138.333400	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	4544.663649	4544.663649
7114.177071	7092.414208	7114.177071	4544.663649	4644.594718	197.822465	7114.177071	5138.333400	7092.414208	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	197.822465	127.983297	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	5138.333400	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	4544.663649	4544.663649
7114.177071	7092.414208	7114.177071	4544.663649	4644.594718	197.822465	7114.177071	5138.333400	7092.414208	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	197.822465	127.983297	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	5138.333400	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	4544.663649	4544.663649
7114.177071	7092.414208	7114.177071	4544.663649	4644.594718	197.822465	7114.177071	5138.333400	7092.414208	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	197.822465	127.983297	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	5138.333400	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	4544.663649	4544.663649
7114.177071	7092.414208	7114.177071	4544.663649	4644.594718	197.822465	7114.177071	5138.333400	7092.414208	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	197.822465	127.983297	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	5138.333400	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	4544.663649	4544.663649
7114.177071	7092.414208	7114.177071	4544.663649	4644.594718	197.822465	7114.177071	5138.333400	7092.414208	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	197.822465	127.983297	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	5138.333400	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	4544.663649	4544.663649
7264.150965	7244.410400	7264.150965	4667.769900	4779.592695	0.00	7264.150965	5287.564500	7244.410400	197.822465	197.822465	197.822465	197.822465	197.822465	197.822465	197.822465	197.822465	197.822465	197.822465	197.822465	197.822465	0.00	102.314120	4398.823224	4398.823224	4398.823224	4398.823224	4398.823224	4398.823224	4779.592695	4779.592695	4779.592695	4779.592695	4779.592695	5287.564500	5188.155194	5188.155194	5188.155194	5188.155194	5188.155194	5188.155194	4667.769900	4667.769900
7162.288053	7142.408623	7162.288053	4569.363663	4679.286883	102.314120	7162.288053	5185.726597	7142.408623	127.983297	127.983297	127.983297	127.983297	127.983297	127.983297	127.983297	127.983297	127.983297	127.983297	127.983297	127.983297	102.314120	0.00	4298.311802	4298.311802	4298.311802	4298.311802	4298.311802	4298.311802	4679.286883	4679.286883	4679.286883	4679.286883	4679.286883	5185.726597	5086.546804	5086.546804	5086.546804	5086.546804	5086.546804	5086.546804	4569.363663	4569.363663
2912.636083	2910.345539	2912.636083	482.554013	383.818296	4398.823224	2912.636083	989.484995	2910.345539	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4398.823224	4298.311802	0.00	0.00	0.00	0.00	0.00	0.00	383.818296	383.818296	383.818296	383.818296	383.818296	989.484995	856.200040	856.200040	856.200040	856.200040	856.200040	856.200040	482.554013	482.554013
2912.636083	2910.345539	2912.636083	482.554013	383.818296	4398.823224	2912.636083	989.484995	2910.345539	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4398.823224	4298.311802	0.00	0.00	0.00	0.00	0.00	0.00	383.818296	383.818296	383.818296	383.818296	383.818296	989.484995	856.200040	856.200040	856.200040	856.200040	856.200040	856.200040	482.554013	482.554013
2912.636083	2910.345539	2912.636083	482.554013	383.818296	4398.823224	2912.636083	989.484995	2910.345539	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4398.823224	4298.311802	0.00	0.00	0.00	0.00	0.00	0.00	383.818296	383.818296	383.818296	383.818296	383.818296	989.484995	856.200040	856.200040	856.200040	856.200040	856.200040	856.200040	482.554013	482.554013
2912.636083	2910.345539	2912.636083	482.554013	383.818296	4398.823224	2912.636083	989.484995	2910.345539	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4398.823224	4298.311802	0.00	0.00	0.00	0.00	0.00	0.00	383.818296	383.818296	383.818296	383.818296	383.818296	989.484995	856.200040	856.200040	856.200040	856.200040	856.200040	856.200040	482.554013	482.554013
2912.636083	2910.345539	2912.636083	482.554013	383.818296	4398.823224	2912.636083	989.484995	2910.345539	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4398.823224	4298.311802	0.00	0.00	0.00	0.00	0.00	0.00	383.818296	383.818296	383.818296	383.818296	383.818296	989.484995	856.200040	856.200040	856.200040	856.200040	856.200040	856.200040	482.554013	482.554013
2912.636083	2910.345539	2912.636083	482.554013	383.818296	4398.823224	2912.636083	989.484995	2910.345539	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4262.479956	4398.823224	4298.311802	0.00	0.00	0.00	0.00	0.00	0.00	383.818296	383.818296	383.818296	383.818296	383.818296	989.484995	856.200040	856.200040	856.200040	856.200040	856.200040	856.200040	482.554013	482.554013
2557.620643	2561.815796	2557.620643	384.562202	0.00	4779.592695	2557.620643	717.202499	2561.815796	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4779.592695	4679.286883	383.818296	383.818296	383.818296	383.818296	383.818296	383.818296	0.00	0.00	0.00	0.00	0.00	717.202499	570.493470	570.493470	570.493470	570.493470	570.493470	570.493470	384.562202	384.562202
2557.620643	2561.815796	2557.620643	384.562202	0.00	4779.592695	2557.620643	717.202499	2561.815796	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4779.592695	4679.286883	383.818296	383.818296	383.818296	383.818296	383.818296	383.818296	0.00	0.00	0.00	0.00	0.00	717.202499	570.493470	570.493470	570.493470	570.493470	570.493470	570.493470	384.562202	384.562202
2557.620643	2561.815796	2557.620643	384.562202	0.00	4779.592695	2557.620643	717.202499	2561.815796	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4779.592695	4679.286883	383.818296	383.818296	383.818296	383.818296	383.818296	383.818296	0.00	0.00	0.00	0.00	0.00	717.202499	570.493470	570.493470	570.493470	570.493470	570.493470	570.493470	384.562202	384.562202
2557.620643	2561.815796	2557.620643	384.562202	0.00	4779.592695	2557.620643	717.202499	2561.815796	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4779.592695	4679.286883	383.818296	383.818296	383.818296	383.818296	383.818296	383.818296	0.00	0.00	0.00	0.00	0.00	717.202499	570.493470	570.493470	570.493470	570.493470	570.493470	570.493470	384.562202	384.562202
2557.620643	2561.815796	2557.620643	384.562202	0.00	4779.592695	2557.620643	717.202499	2561.815796	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4644.594718	4779.592695	4679.286883	383.818296	383.818296	383.818296	383.818296	383.818296	383.818296	0.00	0.00	0.00	0.00	0.00	717.202499	570.493470	570.493470	570.493470	570.493470	570.493470	570.493470	384.562202	384.562202
1976.637714	1960.006888	1976.637714	1081.661805	717.202499	5287.564500	1976.637714	0.00	1960.006888	5138.333400	5138.333400	5138.333400	5138.333400	5138.333400	5138.333400	5138.333400	5138.333400	5138.333400	5138.333400	5138.333400	5138.333400	5287.564500	5185.726597	989.484995	989.484995	989.484995	989.484995	989.484995	989.484995	717.202499	717.202499	717.202499	717.202499	717.202499	0.00	147.387107	147.387107	147.387107	147.387107	147.387107	147.387107	1081.661805	1081.661805
2080.822077	2069.934411	2080.822077	934.522284	570.493470	5188.155194	2080.822077	147.387107	2069.934411	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5188.155194	5086.546804	856.200040	856.200040	856.200040	856.200040	856.200040	856.200040	570.493470	570.493470	570.493470	570.493470	570.493470	147.387107	0.00	0.00	0.00	0.00	0.00	0.00	934.522284	934.522284
2080.822077	2069.934411	2080.822077	934.522284	570.493470	5188.155194	2080.822077	147.387107	2069.934411	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5188.155194	5086.546804	856.200040	856.200040	856.200040	856.200040	856.200040	856.200040	570.493470	570.493470	570.493470	570.493470	570.493470	147.387107	0.00	0.00	0.00	0.00	0.00	0.00	934.522284	934.522284
2080.822077	2069.934411	2080.822077	934.522284	570.493470	5188.155194	2080.822077	147.387107	2069.934411	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5188.155194	5086.546804	856.200040	856.200040	856.200040	856.200040	856.200040	856.200040	570.493470	570.493470	570.493470	570.493470	570.493470	147.387107	0.00	0.00	0.00	0.00	0.00	0.00	934.522284	934.522284
2080.822077	2069.934411	2080.822077	934.522284	570.493470	5188.155194	2080.822077	147.387107	2069.934411	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5188.155194	5086.546804	856.200040	856.200040	856.200040	856.200040	856.200040	856.200040	570.493470	570.493470	570.493470	570.493470	570.493470	147.387107	0.00	0.00	0.00	0.00	0.00	0.00	934.522284	934.522284
2080.822077	2069.934411	2080.822077	934.522284	570.493470	5188.155194	2080.822077	147.387107	2069.934411	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5188.155194	5086.546804	856.200040	856.200040	856.200040	856.200040	856.200040	856.200040	570.493470	570.493470	570.493470	570.493470	570.493470	147.387107	0.00	0.00	0.00	0.00	0.00	0.00	934.522284	934.522284
2080.822077	2069.934411	2080.822077	934.522284	570.493470	5188.155194	2080.822077	147.387107	2069.934411	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5041.726296	5188.155194	5086.546804	856.200040	856.200040	856.200040	856.200040	856.200040	856.200040	570.493470	570.493470	570.493470	570.493470	570.493470	147.387107	0.00	0.00	0.00	0.00	0.00	0.00	934.522284	934.522284
2801.546279	2818.260959	2801.546279	0.00	384.562202	4667.769900	2801.546279	1081.661805	2818.260959	4544.663649	4544.663649	4544.663649	4544.663649	4544.663649	4544.663649	4544.663649	4544.663649	4544.663649	4544.663649	4544.663649	4544.663649	4667.769900	4569.363663	482.554013	482.554013	482.554013	482.554013	482.554013	482.554013	384.562202	384.562202	384.562202	384.562202	384.562202	1081.661805	934.522284	934.522284	934.522284	934.522284	934.522284	934.522284	0.00	0.00
2801.546279	2818.260959	2801.546279	0.00	384.562202	4667.769900	2801.546279	1081.661805	2818.260959	4544.663649	4544.663649	4544.663649	4544.663649	4544.663649	4544.663649	4544.663649	4544.663649	4544.663649	4544.663649	4544.663649	4544.663649	4667.769900	4569.363663	482.554013	482.554013	482.554013	482.554013	482.554013	482.554013	384.562202	384.562202	384.562202	384.562202	384.562202	1081.661805	934.522284	934.522284	934.522284	934.522284	934.522284	934.522284	0.00	0.00
